species	gene	family	type	is_MYB	degree	strength	transitivity	treatment_r	treatment_padj	N_correlated	on_conserved_edge	conservation_status
purple	Soffic.01C0000350-1C	PHD	OTR	FALSE	37	3.086928	0.388888888888889			FALSE	FALSE	
purple	Soffic.01C0000980-1C	C3H	TFF	FALSE	1382	269.628769	0.498260976179722			FALSE	FALSE	
purple	Soffic.01C0001230-1C	AP2-EREBP	TFF	FALSE	736	135.505323	0.328593611357587			FALSE	FALSE	
purple	Soffic.01C0003610-1C	SBP	TFF	FALSE	31	10.797859	0.333333333333333			FALSE	FALSE	
purple	Soffic.01C0004430-1C	C2H2	TFF	FALSE	1834	384.826708	0.515552446038072	-0.2554	0.8334	FALSE	TRUE	
purple	Soffic.01C0004600-1C	Alfin-like	TFF	FALSE	29128	10174.841246	0.811071598984066			FALSE	FALSE	
purple	Soffic.01C0005940-1C	DDT	OTR	FALSE	756	428.614577	0.318150600932058			FALSE	FALSE	
purple	Soffic.01C0006430-1C	FAR1	TFF	FALSE	173	40.455393	0.335999462293319			FALSE	FALSE	
purple	Soffic.01C0006510-1C	bHLH	TFF	FALSE	27655	9275.351861	0.8016683914305			FALSE	FALSE	
purple	Soffic.01C0006920-1C	PHD	OTR	FALSE	1468	260.522901	0.580546779373279			FALSE	FALSE	
purple	Soffic.01C0007600-1C	Rcd1-like	OTR	FALSE	2976	555.287559	0.545834236920575			FALSE	FALSE	
purple	Soffic.01C0008020-1C	NAC	TFF	FALSE	12155	3927.153087	0.536488206640856			FALSE	FALSE	
purple	Soffic.01C0009970-1C	MADS	TFF	FALSE	63	6.938464	0.335381464413722			FALSE	FALSE	
purple	Soffic.01C0010860-1C	FAR1	TFF	FALSE	22270	5464.995643	0.873378673948814			FALSE	FALSE	
purple	Soffic.01C0012130-1C	bHLH	TFF	FALSE	471	50.610045	0.636328319103763			FALSE	FALSE	
purple	Soffic.01C0012270-1C	HB	TFF	FALSE	224	51.317059	0.282511210762332			FALSE	FALSE	
purple	Soffic.01C0013740-1C	GNAT	OTR	FALSE	6	0.410635	0.133333333333333			FALSE	FALSE	
purple	Soffic.01C0013880-1C	GNAT	OTR	FALSE	132	16.085313	0.40735600277585	0.2428	0.855	FALSE	TRUE	
purple	Soffic.01C0014830-1C	HB	TFF	FALSE	25186	6905.145343	0.841516350829479	-0.0436	1	FALSE	TRUE	
purple	Soffic.01C0016080-1C	WRKY	TFF	FALSE	1026	361.982881	0.412850282888794	-0.2593	0.8265	FALSE	TRUE	
purple	Soffic.01C0018280-1C	Jumonji	OTR	FALSE	32446	13348.933182	0.749666338931729	0.0487	1	FALSE	TRUE	
purple	Soffic.01C0018550-1C	C2C2-Dof	TFF	FALSE	1610	272.031096	0.662202903697756			FALSE	FALSE	
purple	Soffic.01C0018720-1C	MADS	TFF	FALSE	8	2.306633	0.25			FALSE	FALSE	
purple	Soffic.01C0018750-1C	GRAS	TFF	FALSE	40	4.91963	0.317948717948718			FALSE	FALSE	
purple	Soffic.01C0020280-1C	SWI/SNF-BAF60b	OTR	FALSE	9364	3076.444132	0.579835249064695	-0.3366	0.7346	FALSE	TRUE	
purple	Soffic.01C0020920-1C	MYB	TFF	TRUE	32425	13122.033487	0.753577983012669			FALSE	FALSE	
purple	Soffic.01C0021270-1C	Top	TFF	FALSE	24755	6477.805223	0.681410974516408			FALSE	FALSE	
purple	Soffic.01C0023060-1C	Top	TFF	FALSE	35240	16459.211191	0.731840260953265	0.0394	1	FALSE	TRUE	
purple	Soffic.01C0024510-1C	TFIID	TFF	FALSE	281	48.972031	0.422292831723437			FALSE	FALSE	
purple	Soffic.01C0024640-1C	TRAF	OTR	FALSE	148	44.639345	0.264570693142122			FALSE	FALSE	
purple	Soffic.01C0026960-1C	TIG	TFF	FALSE	21833	5854.488649	0.825460535172409			FALSE	FALSE	
purple	Soffic.01C0027000-1C	AP2-EREBP	TFF	FALSE	188	25.254202	0.483615883490727			FALSE	FALSE	
purple	Soffic.01C0029280-1C	MYB	TFF	TRUE	231	70.212411	0.264069264069264	-0.0648	1	FALSE	TRUE	
purple	Soffic.01C0029490-1C	bHLH	TFF	FALSE	121	24.367779	0.499035812672176			FALSE	FALSE	
purple	Soffic.01C0030430-1C	zf-LSD1	TFF	FALSE	24981	7222.744007	0.85473658459212			FALSE	FALSE	
purple	Soffic.01C0033400-1C	C2H2	TFF	FALSE	567	117.578134	0.35850455874013			FALSE	FALSE	
purple	Soffic.01C0033410-1C	C2H2	TFF	FALSE	1026	361.982881	0.412850282888794	-0.2593	0.8265	FALSE	TRUE	
purple	Soffic.01C0038200-1C	OFP	TFF	FALSE	121	20.114592	0.457162534435262			FALSE	FALSE	
purple	Soffic.01C0039010-1C	EIL	TFF	FALSE	127	20.727784	0.355830521184852			FALSE	FALSE	
purple	Soffic.01C0039090-1C	bZIP	TFF	FALSE	13	3.358519	0.333333333333333			FALSE	FALSE	
purple	Soffic.01C0039190-1C	WRKY	TFF	FALSE	45	10.633777	0.266666666666667			FALSE	FALSE	
purple	Soffic.01C0040050-1C	PAS	TFF	FALSE	38403	20683.408484	0.703372779816378			FALSE	FALSE	
purple	Soffic.01C0040570-1C	MYB	TFF	TRUE	585	180.765023	0.344977168949772			FALSE	FALSE	
purple	Soffic.01C0040610-1C	MYB	TFF	TRUE	21	6.827004	0.476190476190476			FALSE	FALSE	
purple	Soffic.01C0040730-1C	PHD	OTR	FALSE	5329	909.142771	0.640653836422273	-0.2733	0.8265	FALSE	TRUE	
purple	Soffic.01C0041130-1C	MYB	TFF	TRUE	13	2.38932	0.17948717948718			FALSE	FALSE	
purple	Soffic.01C0041930-1C	C2H2	TFF	FALSE	2	0.224537	1			FALSE	FALSE	
purple	Soffic.01C0042220-1C	C2C2-Dof	TFF	FALSE	34852	17025.122991	0.733100327819802			FALSE	FALSE	
purple	Soffic.01C0042630-1C	LIM	TFF	FALSE	59	8.965628	0.332554061952075	-0.392	0.6587	FALSE	TRUE	
purple	Soffic.01C0045130-1C	ARR-B	TFF	FALSE	2056	407.954577	0.518498584642184			FALSE	FALSE	
purple	Soffic.01C0045800-1C	MYB-related	TFF	TRUE	2218	298.817894	0.747609768438247	-0.2251	0.886	FALSE	TRUE	
purple	Soffic.01C0045900-1C	TCP	TFF	FALSE	195	46.921951	0.314406555643669			FALSE	FALSE	
purple	Soffic.01C0046170-1C	ABI3VP1	TFF	FALSE	824	127.937389	0.481673725064587			FALSE	FALSE	
purple	Soffic.01C0047390-1C	OFP	TFF	FALSE	8107	2417.07925	0.698526776289166			FALSE	FALSE	
purple	Soffic.01C0047730-1C	GNAT	OTR	FALSE	157	53.821101	0.326718928629757			FALSE	FALSE	
purple	Soffic.01C0048020-1C	bHLH	TFF	FALSE	3226	400.145288	0.742372871581194	-0.3972	0.649	FALSE	TRUE	
purple	Soffic.01C0048420-1C	ABI3VP1	TFF	FALSE	14	2.558789	0.208791208791209			FALSE	FALSE	
purple	Soffic.01C0049230-1C	CCAAT	TFF	FALSE	3544	717.87092	0.596714725057963	-0.6533	0.2512	FALSE	TRUE	
purple	Soffic.01C0049980-1C	OFP	TFF	FALSE	507	49.541256	0.764560968574347			FALSE	FALSE	
purple	Soffic.01C0050330-1C	E2F-DP	TFF	FALSE	2455	392.790875	0.588294268304626			FALSE	FALSE	
purple	Soffic.01C0050880-1C	MYB	TFF	TRUE	3	0.396483	0.333333333333333			FALSE	FALSE	
purple	Soffic.01C0051290-1C	NAC	TFF	FALSE	39	6.013042	0.292847503373819			FALSE	FALSE	
purple	Soffic.01C0051960-1C	NAC	TFF	FALSE	11771	3893.402111	0.55796287219133	-0.2804	0.8265	FALSE	TRUE	
purple	Soffic.01C0052220-1C	OFP	TFF	FALSE	1026	361.982881	0.412850282888794			FALSE	FALSE	
purple	Soffic.01C0052310-1C	HB	TFF	FALSE	11999	4270.268594	0.571927404463235			FALSE	FALSE	
purple	Soffic.01C0052440-1C	Top	TFF	FALSE	47	7.003307	0.230342275670675			FALSE	FALSE	
purple	Soffic.01C0052720-1C	NAC	TFF	FALSE	239	69.546073	0.296508561583629			FALSE	FALSE	
purple	Soffic.01D0002280-1D	FAR1	TFF	FALSE	5451	1035.677259	0.624311472181689	-0.0619	1	FALSE	TRUE	
purple	Soffic.01D0002920-1D	C2C2-GATA	TFF	FALSE	8209	1642.566728	0.647748263744186			FALSE	FALSE	
purple	Soffic.01D0003910-1D	AP2-EREBP	TFF	FALSE	674	406.602436	0.105228812924105			FALSE	FALSE	
purple	Soffic.01D0003950-1D	NAC	TFF	FALSE	325	40.336618	0.612801519468186			FALSE	FALSE	
purple	Soffic.01D0004210-1D	C2H2	TFF	FALSE	16	2.112761	0.325			FALSE	FALSE	
purple	Soffic.01D0004610-1D	TFIIS	TFF	FALSE	6730	1756.544577	0.504896174704109	-0.2265	0.884	FALSE	TRUE	
purple	Soffic.01D0004650-1D	AP2-EREBP	TFF	FALSE	102	22.309705	0.332945059211804			FALSE	FALSE	
purple	Soffic.01D0005540-1D	ABI3VP1	TFF	FALSE	169	43.265543	0.304592843054382			FALSE	FALSE	
purple	Soffic.01D0006050-1D	WRKY	TFF	FALSE	318	70.309825	0.322738725869492			FALSE	FALSE	
purple	Soffic.01D0006160-1D	AUX/IAA	OTR	FALSE	41	10.152016	0.404878048780488			FALSE	FALSE	
purple	Soffic.01D0006210-1D	bZIP	TFF	FALSE	8828	2289.946398	0.631804711714465			FALSE	FALSE	
purple	Soffic.01D0006320-1D	HSF	TFF	FALSE	977	132.425008	0.627915415205464			FALSE	FALSE	
purple	Soffic.01D0006750-1D	GNAT	OTR	FALSE	1735	318.02028	0.48045630864653			FALSE	FALSE	
purple	Soffic.01D0007170-1D	TRAF	OTR	FALSE	3	0.83973	0.333333333333333			FALSE	FALSE	
purple	Soffic.01D0007660-1D	NAC	TFF	FALSE	8016	1886.305798	0.634103969229352	-0.1789	0.9588	FALSE	TRUE	
purple	Soffic.01D0007680-1D	FAR1	TFF	FALSE	24	7.27004	0.315217391304348			FALSE	FALSE	
purple	Soffic.01D0008090-1D	bZIP	TFF	FALSE	2	0.044267	0			FALSE	FALSE	
purple	Soffic.01D0008530-1D	TRAF	OTR	FALSE	378	49.127349	0.530461875289462	-0.3727	0.6797	FALSE	TRUE	
purple	Soffic.01D0008740-1D	C2C2-Dof	TFF	FALSE	10703	4016.11062	0.568328002811438			FALSE	FALSE	
purple	Soffic.01D0008790-1D	MYB-related	TFF	TRUE	442	74.546568	0.332409887031736			FALSE	FALSE	
purple	Soffic.01D0008860-1D	C2H2	TFF	FALSE	926	181.712651	0.428766563539782			FALSE	FALSE	
purple	Soffic.01D0008870-1D	C2H2	TFF	FALSE	9172	2122.460595	0.635164015317249			FALSE	FALSE	
purple	Soffic.01D0009360-1D	WRKY	TFF	FALSE	59	22.68052	0.618936294564582			FALSE	FALSE	
purple	Soffic.01D0009800-1D	MADS	TFF	FALSE	386	122.947244	0.30098916627414			FALSE	FALSE	
purple	Soffic.01D0010380-1D	PHD	OTR	FALSE	24838	7375.264207	0.841815789280273	0.2199	0.8955	FALSE	TRUE	
purple	Soffic.01D0010870-1D	AUX/IAA	OTR	FALSE	76	9.400585	0.231578947368421	-0.3836	0.6751	FALSE	TRUE	
purple	Soffic.01D0012120-1D	FHA	TFF	FALSE	33052	13787.3295	0.739715098856332			FALSE	FALSE	
purple	Soffic.01D0012940-1D	CCAAT	TFF	FALSE	88	12.268219	0.342215256008359			FALSE	FALSE	
purple	Soffic.01D0013700-1D	TCP	TFF	FALSE	34	5.945213	0.506238859180036			FALSE	FALSE	
purple	Soffic.01D0013830-1D	SET	OTR	FALSE	224	82.43099	0.426569506726457			FALSE	FALSE	
purple	Soffic.01D0014190-1D	GNAT	OTR	FALSE	21663	5595.571891	0.85039325398276	-0.0227	1	FALSE	TRUE	
purple	Soffic.01D0015520-1D	TRAF	OTR	FALSE	27	4.10074	0.364672364672365	-0.064	1	FALSE	TRUE	
purple	Soffic.01D0015810-1D	GNAT	OTR	FALSE	50	7.966848	0.435918367346939			FALSE	FALSE	
purple	Soffic.01D0017320-1D	ABI3VP1	TFF	FALSE	1	0.481476				FALSE	FALSE	
purple	Soffic.01D0017400-1D	NAC	TFF	FALSE	3770	580.424042	0.776858259443048			FALSE	FALSE	
purple	Soffic.01D0018080-1D	mTERF	OTR	FALSE	37717	18086.823382	0.66524295836136	0.1211	1	FALSE	TRUE	
purple	Soffic.01D0018650-1D	GRAS	TFF	FALSE	8	0.283547	0.142857142857143			FALSE	FALSE	
purple	Soffic.01D0019570-1D	Trihelix	TFF	FALSE	35	4.82902	0.509243697478992			FALSE	FALSE	
purple	Soffic.01D0019720-1D	SWI/SNF-BAF60b	OTR	FALSE	37	9.682636	0.274774774774775			FALSE	FALSE	
purple	Soffic.01D0019730-1D	SWI/SNF-BAF60b	OTR	FALSE	2766	625.46053	0.454522037816472	-0.2981	0.7981	FALSE	TRUE	
purple	Soffic.01D0020000-1D	C2C2-YABBY	TFF	FALSE	386	122.947244	0.30098916627414			FALSE	FALSE	
purple	Soffic.01D0020040-1D	SET	OTR	FALSE	24	4.547169	0.235507246376812			FALSE	FALSE	
purple	Soffic.01D0020490-1D	MYB	TFF	TRUE	1344	189.299955	0.124606646456051	0.1043	1	FALSE	TRUE	
purple	Soffic.01D0020530-1D	GeBP	TFF	FALSE	38065	20691.912446	0.715025799876508			FALSE	FALSE	
purple	Soffic.01D0021390-1D	FHA	TFF	FALSE	975	322.905473	0.174927604907071			FALSE	FALSE	
purple	Soffic.01D0023510-1D	E2F-DP	TFF	FALSE	3136	408.541086	0.78965860267552			FALSE	FALSE	
purple	Soffic.01D0023540-1D	E2F-DP	TFF	FALSE	79	16.903872	0.259655955858488			FALSE	FALSE	
purple	Soffic.01D0025560-1D	AP2-EREBP	TFF	FALSE	83	12.171666	0.288568909785483	-0.4	0.6458	FALSE	TRUE	
purple	Soffic.01D0025590-1D	C2C2-Dof	TFF	FALSE	1197	453.824482	0.499136637580574			FALSE	FALSE	
purple	Soffic.01D0026220-1D	Tify	TFF	FALSE	373	104.131551	0.384487878001672			FALSE	FALSE	
purple	Soffic.01D0026260-1D	Tify	TFF	FALSE	222	72.631336	0.320207084912967			FALSE	FALSE	
purple	Soffic.01D0026290-1D	Tify	TFF	FALSE	157	53.821101	0.326718928629757			FALSE	FALSE	
purple	Soffic.01D0026310-1D	Tify	TFF	FALSE	59	10.162146	0.374050263004091	-0.2915	0.811	FALSE	TRUE	
purple	Soffic.01D0026430-1D	SAP	TFF	FALSE	23	3.318364	0.316205533596838			FALSE	FALSE	
purple	Soffic.01D0026860-1D	bHLH	TFF	FALSE	386	122.947244	0.30098916627414			FALSE	FALSE	
purple	Soffic.01D0027210-1D	GRAS	TFF	FALSE	5	0.503152	0.2			FALSE	FALSE	
purple	Soffic.01D0028290-1D	ABI3VP1	TFF	FALSE	169	37.756408	0.304804170188786			FALSE	FALSE	
purple	Soffic.01D0029350-1D	MED26	OTR	FALSE	3109	839.767959	0.279171235748913	-0.0122	1	FALSE	TRUE	
purple	Soffic.01D0029770-1D	MYB-related	TFF	TRUE	3348	609.70903	0.58177511628845	-0.1284	1	FALSE	TRUE	
purple	Soffic.01D0029870-1D	TRAF	OTR	FALSE	3035	428.619225	0.698046195832188			FALSE	FALSE	
purple	Soffic.01D0032410-1D	C2H2	TFF	FALSE	947	158.531611	0.42600311208646			FALSE	FALSE	
purple	Soffic.01D0032420-1D	C2H2	TFF	FALSE	2901	568.316338	0.475380189946392			FALSE	FALSE	
purple	Soffic.01D0032440-1D	C2H2	TFF	FALSE	2871	1033.543162	0.295113334474142			FALSE	FALSE	
purple	Soffic.01D0033460-1D	Tify	TFF	FALSE	34929	15794.981271	0.713415236145487	-0.0548	1	FALSE	TRUE	
purple	Soffic.01D0035530-1D	bHLH	TFF	FALSE	21292	4572.876533	0.847470153463197	0.0684	1	FALSE	TRUE	
purple	Soffic.01D0037070-1D	bZIP	TFF	FALSE	4	0.256423	0			FALSE	FALSE	
purple	Soffic.01D0037560-1D	NAC	TFF	FALSE	945	140.94914	0.506777419065555			FALSE	FALSE	
purple	Soffic.01D0037710-1D	EIL	TFF	FALSE	39095	22300.237859	0.695962885354036	0.0083	1	FALSE	TRUE	
purple	Soffic.01D0037780-1D	bZIP	TFF	FALSE	2	0.156688	0			FALSE	FALSE	
purple	Soffic.01D0037890-1D	WRKY	TFF	FALSE	113	16.984857	0.259955752212389			FALSE	FALSE	
purple	Soffic.01D0038400-1D	PAS	TFF	FALSE	2270	406.652606	0.551620675529013	0.4321	0.5907	FALSE	TRUE	
purple	Soffic.01D0038640-1D	PHD	OTR	FALSE	16364	3083.746278	0.88704403471037	-0.3023	0.787	FALSE	TRUE	
purple	Soffic.01D0040380-1D	CCAAT	TFF	FALSE	13	2.212516	0.269230769230769			FALSE	FALSE	
purple	Soffic.01D0041200-1D	LIM	TFF	FALSE	1368	190.226863	0.0987093434635113	-0.0395	1	FALSE	TRUE	
purple	Soffic.01D0041300-1D	LIM	TFF	FALSE	632	187.73069	0.367765652269855	-0.2593	0.8265	FALSE	TRUE	
purple	Soffic.01D0041420-1D	LIM	TFF	FALSE	8	1.878244	0.464285714285714			FALSE	FALSE	
purple	Soffic.01D0042370-1D	CCAAT	TFF	FALSE	11523	4577.001026	0.566700986681987	0.4945	0.5287	FALSE	TRUE	
purple	Soffic.01D0044960-1D	ABI3VP1	TFF	FALSE	338	82.324947	0.714905272768774			FALSE	FALSE	
purple	Soffic.01D0046610-1D	GNAT	OTR	FALSE	3820	936.021046	0.470715861310696	0.3514	0.7127	FALSE	TRUE	
purple	Soffic.01D0046660-1D	zf-BED	TFF	FALSE	212	19.987544	0.615085397478315			FALSE	FALSE	
purple	Soffic.01D0046830-1D	AP2-EREBP	TFF	FALSE	1563	306.765773	0.463822076295381	-0.121	1	FALSE	TRUE	
purple	Soffic.01D0047510-1D	Pseudo_ARR-B	OTR	FALSE	5850	1694.438104	0.512724711507409	0.414	0.6236	FALSE	TRUE	
purple	Soffic.01D0048260-1D	Tify	TFF	FALSE	305	104.69908	0.570125107851596			FALSE	FALSE	
purple	Soffic.01D0048850-1D	bHLH	TFF	FALSE	66	13.565163	0.395804195804196			FALSE	FALSE	
purple	Soffic.01E0000540-1E	MADS	TFF	FALSE	775	49.518194	0.0551204467783613			FALSE	FALSE	
purple	Soffic.01E0002780-1E	GRAS	TFF	FALSE	17	1.78946	0.308823529411765			FALSE	FALSE	
purple	Soffic.01E0003820-1E	Alfin-like	TFF	FALSE	23564	5843.028229	0.771521631355369			FALSE	FALSE	
purple	Soffic.01E0005610-1E	AUX/IAA	OTR	FALSE	86	40.685338	0.540902872777018			FALSE	FALSE	
purple	Soffic.01E0005690-1E	bZIP	TFF	FALSE	20	2.922871	0.205263157894737			FALSE	FALSE	
purple	Soffic.01E0005720-1E	bZIP	TFF	FALSE	97	12.933697	0.325816151202749			FALSE	FALSE	
purple	Soffic.01E0006130-1E	SET	OTR	FALSE	7	1.076343	0.238095238095238			FALSE	FALSE	
purple	Soffic.01E0006290-1E	GNAT	OTR	FALSE	222	72.631336	0.320207084912967			FALSE	FALSE	
purple	Soffic.01E0006310-1E	GNAT	OTR	FALSE	69	11.567124	0.404518329070759			FALSE	FALSE	
purple	Soffic.01E0006620-1E	TRAF	OTR	FALSE	11	2.365358	0.454545454545455			FALSE	FALSE	
purple	Soffic.01E0006650-1E	TRAF	OTR	FALSE	8	0.957579	0.214285714285714			FALSE	FALSE	
purple	Soffic.01E0006680-1E	TRAF	OTR	FALSE	257	82.240485	0.283286721789883	-0.0648	1	FALSE	TRUE	
purple	Soffic.01E0007990-1E	TRAF	OTR	FALSE	7	0.972341	0.285714285714286			FALSE	FALSE	
purple	Soffic.01E0008140-1E	MYB-related	TFF	TRUE	133	38.490905	0.265322396901344			FALSE	FALSE	
purple	Soffic.01E0008370-1E	SWI/SNF-BAF60b	OTR	FALSE	18686	4120.962016	0.803243232932427			FALSE	FALSE	
purple	Soffic.01E0008400-1E	MYB-related	TFF	TRUE	201	45.346643	0.256666666666667			FALSE	FALSE	
purple	Soffic.01E0009040-1E	WRKY	TFF	FALSE	1885	284.965863	0.190044321298439			FALSE	FALSE	
purple	Soffic.01E0009110-1E	WRKY	TFF	FALSE	185	20.518854	0.496004700352526			FALSE	FALSE	
purple	Soffic.01E0009810-1E	PAS	TFF	FALSE	6	1.18025	0.2			FALSE	FALSE	
purple	Soffic.01E0010370-1E	PHD	OTR	FALSE	923	170.364262	0.52891753994684			FALSE	FALSE	
purple	Soffic.01E0010410-1E	PHD	OTR	FALSE	457	78.174692	0.39918039080195			FALSE	FALSE	
purple	Soffic.01E0011130-1E	WRKY	TFF	FALSE	56	6.356378	0.331168831168831			FALSE	FALSE	
purple	Soffic.01E0011190-1E	bHLH	TFF	FALSE	102	15.864552	0.343428460493108	-0.1932	0.9387	FALSE	TRUE	
purple	Soffic.01E0012690-1E	bHLH	TFF	FALSE	3910	686.309405	0.620296659489315	-0.3757	0.679	FALSE	TRUE	
purple	Soffic.01E0012900-1E	AUX/IAA	OTR	FALSE	13	3.299585	0.333333333333333			FALSE	FALSE	
purple	Soffic.01E0013200-1E	CCAAT	TFF	FALSE	31284	12446.052186	0.813631672106793	-0.0236	1	FALSE	TRUE	
purple	Soffic.01E0014560-1E	GNAT	OTR	FALSE	5	0.42936	0.2			FALSE	FALSE	
purple	Soffic.01E0015840-1E	HB	TFF	FALSE	9611	3244.166378	0.658642959295578	0.4119	0.6284	FALSE	TRUE	
purple	Soffic.01E0015930-1E	bHLH	TFF	FALSE	9	0.985903	0.138888888888889			FALSE	FALSE	
purple	Soffic.01E0016620-1E	TFIID	TFF	FALSE	200	27.856383	0.656582914572864			FALSE	FALSE	
purple	Soffic.01E0017780-1E	AUX/IAA	OTR	FALSE	9	1.037904	0.25			FALSE	FALSE	
purple	Soffic.01E0017860-1E	WRKY	TFF	FALSE	20396	4605.963552	0.78044695418072	-0.2114	0.9083	FALSE	TRUE	
purple	Soffic.01E0018670-1E	FHA	TFF	FALSE	15	2.141391	0.180952380952381			FALSE	FALSE	
purple	Soffic.01E0018990-1E	C2C2-Dof	TFF	FALSE	5	0.83051	0.3			FALSE	FALSE	
