species	gene	family	type	is_MYB	degree	strength	transitivity	treatment_r	treatment_padj	N_correlated	on_conserved_edge	conservation_status
sugarcane	SoffiXsponR570.01Ag061100	GNAT	OTR	FALSE	33	5.547929	0.295454545454545			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag062900	TRAF	OTR	FALSE	5	0.292176	0.4			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag064000	C2C2-GATA	TFF	FALSE	1293	302.63005	0.696554919439995			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag067900	mTERF	OTR	FALSE	26	5.595303	0.615384615384615	0.2638	0.242	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag070100	bHLH	TFF	FALSE	2	1.326463	1	-0.3515	0.07728	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag077200	HB	TFF	FALSE	383	43.585013	0.469741500690334			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag077300	MYB	TFF	TRUE	9	4.463532	0.555555555555556			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag077900	bZIP	TFF	FALSE	36	15.868184	0.582539682539683			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag078500	TRAF	OTR	FALSE	8414	1989.718149	0.719259594935125	-0.3543	0.07387	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag080800	C2C2-Dof	TFF	FALSE	55	14.432781	0.133333333333333	0.1459	0.596	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag081200	MYB-related	TFF	TRUE	17	2.615533	0.566176470588235			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag081300	SWI/SNF-BAF60b	OTR	FALSE	6	0.291281	0.4	-0.0554	0.8916	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag081500	C2H2	TFF	FALSE	204	47.378434	0.235873659808751	0.4915	0.004802	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag083800	SWI/SNF-BAF60b	OTR	FALSE	9	0.813557	0.166666666666667			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag085500	WRKY	TFF	FALSE	1	0.333892				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag086600	WRKY	TFF	FALSE	2	0.11063	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag090000	MADS	TFF	FALSE	2	0.05962	1			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag090100	MADS	TFF	FALSE	2	0.509305	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag090800	PAS	TFF	FALSE	95	12.212426	0.317357222844345	-0.1169	0.7014	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag091800	MYB-related	TFF	TRUE	9010	2294.962726	0.773744519138526	-0.1724	0.5276	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag098700	AUX/IAA	OTR	FALSE	277	35.541031	0.330063307696332	-0.229	0.3416	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag099800	WRKY	TFF	FALSE	1	0.09964				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag099900	bHLH	TFF	FALSE	60	11.143327	0.526553672316384	0.4203	0.0229	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag104500	C2C2-GATA	TFF	FALSE	5362	899.483627	0.715875100823839	-0.0246	0.9567	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag106100	HB	TFF	FALSE	25	2.90007	0.326666666666667	0.3357	0.09771	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag107600	FHA	TFF	FALSE	35	2.847039	0.736134453781513			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag108400	BSD	TFF	FALSE	54	3.558534	0.83717679944095	-0.2073	0.4121	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag108800	GRF	TFF	FALSE	145	18.32061	0.669827586206897			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag110500	HB	TFF	FALSE	1	0.082801				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag112200	Top	TFF	FALSE	1	0.084782				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag112400	bHLH	TFF	FALSE	231	27.299205	0.466704310182571	-0.3507	0.07826	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag114600	MYB-related	TFF	TRUE	8139	1825.252961	0.855820038359674	-0.1141	0.7115	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag115600	MYB	TFF	TRUE	6463	1208.751061	0.827232826354891	0.0966	0.7699	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag116100	PAS	TFF	FALSE	100	10.198234	0.633737373737374	0.2905	0.1787	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag117200	zf-HD	TFF	FALSE	6	1.548219	0.266666666666667			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag118700	PHD	OTR	FALSE	1	0.034762				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag122800	C2C2-CO-like	TFF	FALSE	7	1.21947	0.523809523809524			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag124700	GeBP	TFF	FALSE	164	14.673432	0.845952416579381	0.0355	0.934	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag125800	GRAS	TFF	FALSE	104	14.6395	0.228715459297984	0.5137	0.002751	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag130900	GNAT	OTR	FALSE	9177	2395.984352	0.806581410312864	-0.0136	0.9787	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag131900	C3H	TFF	FALSE	57	7.676308	0.355263157894737	0.5442	0.001191	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag132900	CCAAT	TFF	FALSE	89	9.863887	0.56435137895812			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag136800	C3H	TFF	FALSE	48	4.244377	0.668439716312057	-0.1178	0.6983	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag139900	C2C2-GATA	TFF	FALSE	1222	220.817309	0.551534721747488			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag141600	HB	TFF	FALSE	26	2.767439	0.356923076923077	-0.3329	0.1017	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag141900	C2C2-GATA	TFF	FALSE	1	0.014952				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag144700	HB	TFF	FALSE	53	5.634517	0.613933236574746	-0.0774	0.832	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag145200	bHLH	TFF	FALSE	20	5.688829	0.263157894736842			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag145500	bHLH	TFF	FALSE	24	8.975178	0.322463768115942			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag147900	MYB-related	TFF	TRUE	6	0.617154	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag154200	WRKY	TFF	FALSE	5	0.17926	0.4			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag161400	CCAAT	TFF	FALSE	143	26.945653	0.359105683049345	-0.9277	1.138e-17	TRUE	TRUE	ortholog_not_correlated
sugarcane	SoffiXsponR570.01Ag166600	bHLH	TFF	FALSE	15	2.301356	0.447619047619048	-0.0036	0.9946	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag170100	AUX/IAA	OTR	FALSE	1800	461.243157	0.542862083873757	0.108	0.7325	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag170200	AUX/IAA	OTR	FALSE	562	83.194102	0.522852557393064	-0.1517	0.596	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag170800	WRKY	TFF	FALSE	4447	656.288019	0.845305750812716			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag172000	LIM	TFF	FALSE	13862	5523.680675	0.606345463202157			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag173100	NAC	TFF	FALSE	7	0.993142	0.619047619047619			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag173500	MYB-related	TFF	TRUE	64	7.992941	0.120535714285714			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag173700	ABI3VP1	TFF	FALSE	4	2.001676	1			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag174000	ABI3VP1	TFF	FALSE	26	5.689895	0.32			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag174200	ABI3VP1	TFF	FALSE	99	14.277989	0.668934240362812			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag174800	ABI3VP1	TFF	FALSE	1	0.047639				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag174900	ABI3VP1	TFF	FALSE	3	0.217699	0.333333333333333			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag175000	C2C2-Dof	TFF	FALSE	282	111.364412	0.0283940334671008			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag175400	bHLH	TFF	FALSE	5	0.298614	0.7			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag175800	ABI3VP1	TFF	FALSE	62	8.997114	0.529878371232152			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag175900	ABI3VP1	TFF	FALSE	12	0.841081	0.696969696969697			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag177400	C2H2	TFF	FALSE	3	0.291491	0.333333333333333			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag178200	AP2-EREBP	TFF	FALSE	1	0.066458				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag182100	GRAS	TFF	FALSE	17	3.327699	0.0441176470588235			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag183300	FAR1	TFF	FALSE	14405	5936.732156	0.587762655307769			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag184200	FHA	TFF	FALSE	124	10.252021	0.70364542355101	-0.0345	0.9364	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag184600	mTERF	OTR	FALSE	2610	274.371596	0.884225397203021	-0.2637	0.2421	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag187100	C2C2-Dof	TFF	FALSE	1	0.043182				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag202400	SWI/SNF-BAF60b	OTR	FALSE	7083	1416.852621	0.848057504149671	0.0533	0.8955	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag206500	SET	OTR	FALSE	43	3.633757	0.547065337763012	-0.2372	0.3161	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag211100	MYB	TFF	TRUE	146	3.276568	0.000661313179026925	0.0313	0.9428	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag211700	GeBP	TFF	FALSE	12313	4138.501656	0.680649297110504	0.027	0.9517	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag216900	FHA	TFF	FALSE	144	14.250075	0.718628593628594	-0.3462	0.08367	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag220500	ARF	TFF	FALSE	45	4.825018	0.198989898989899	-0.4764	0.006873	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag222000	ARF	TFF	FALSE	37	4.066528	0.154654654654655	-0.6187	9.328e-05	TRUE	TRUE	ortholog_not_correlated
sugarcane	SoffiXsponR570.01Ag224200	bHLH	TFF	FALSE	176	61.961806	0.26525974025974			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag231600	SAP	TFF	FALSE	179	35.562916	0.315673843449878	-0.2317	0.3329	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag243800	TRAF	OTR	FALSE	6212	1120.389885	0.910012800545073	0.1058	0.7391	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag244900	HSF	TFF	FALSE	4	0.576848	0.666666666666667			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag247900	TRAF	OTR	FALSE	80	15.867414	0.0693037974683544			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag253100	C2C2-Dof	TFF	FALSE	5	0.667079	0.3			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag258000	Tify	TFF	FALSE	194	65.992851	0.265584103413279			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag258400	Tify	TFF	FALSE	27	3.622826	0.507122507122507	0.3728	0.05453	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag258500	Tify	TFF	FALSE	26	3.953557	0.64			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag258600	Tify	TFF	FALSE	50	11.672291	0.446530612244898			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag262700	bHLH	TFF	FALSE	1	0.01941				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag263500	TIG	TFF	FALSE	12	0.493417	0.984848484848485			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag263900	AP2-EREBP	TFF	FALSE	8	0.87091	0.678571428571429			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag264900	GRAS	TFF	FALSE	119	15.036133	0.394245833926791	0.3414	0.08986	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag287000	zf-C5HC2	TFF	FALSE	37	6.002946	0.264264264264264	0.5934	0.0002436	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag288300	MYB-related	TFF	TRUE	15	2.833747	0.552380952380952			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag289800	bHLH	TFF	FALSE	3	0.33012	0.333333333333333			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag290300	PLATZ	TFF	FALSE	5	0.171336	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag291900	MED26	OTR	FALSE	4274	593.883252	0.882031902881059			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag295400	zf-LSD1	TFF	FALSE	1	0.034267		-0.1889	0.4694	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag296200	SOH1	OTR	FALSE	3	0.803082	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag297000	MYB-related	TFF	TRUE	35	3.98908	0.489075630252101			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag297400	zf-LSD1	TFF	FALSE	1	0.047144				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag299000	MYB-related	TFF	TRUE	150	21.281181	0.283758389261745	0.1516	0.596	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag299700	AP2-EREBP	TFF	FALSE	2	0.207204	1			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag300900	MYB-related	TFF	TRUE	142	26.043217	0.47547697532714	0.0887	0.7967	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag301300	AP2-EREBP	TFF	FALSE	379	46.063842	0.89867515461183	0.0735	0.8435	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag302500	C2C2-GATA	TFF	FALSE	2209	667.043552	0.463145662343116			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag302600	Not1	TFF	FALSE	39	8.848334	0.423751686909582	0.2507	0.2779	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag302700	bHLH	TFF	FALSE	5	0.760185	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag302900	bHLH	TFF	FALSE	604	67.033707	0.685677572402886	0.1252	0.6714	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag315900	ABI3VP1	TFF	FALSE	14	2.750945	0.0989010989010989			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag317100	HB	TFF	FALSE	12	0.858414	0.545454545454545	-0.3411	0.09025	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag318800	bZIP	TFF	FALSE	4	0.175203	1			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag332400	C2H2	TFF	FALSE	19	4.275298	0.298245614035088			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag332500	C2H2	TFF	FALSE	57	16.302531	0.719298245614035	0.0995	0.7601	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag335000	WRKY	TFF	FALSE	1	0.042686				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag336200	C2H2	TFF	FALSE	18	5.106228	0.42483660130719			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag340700	CCAAT	TFF	FALSE	10	2.460845	0.0666666666666667	-0.1459	0.596	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag341900	CCAAT	TFF	FALSE	68	8.501941	0.34503950834065			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag345400	Tify	TFF	FALSE	7	1.216498	0.380952380952381	0.0477	0.909	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag347900	Top	TFF	FALSE	32	2.217294	0.94758064516129	-0.0634	0.8707	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag352000	bHLH	TFF	FALSE	55	13.831056	0.538047138047138			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag353900	TIG	TFF	FALSE	5094	822.934967	0.80887252116522	0.3226	0.1175	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag357100	SAP	TFF	FALSE	72	9.217459	0.384194053208138	-0.6744	7.964e-06	TRUE	TRUE	ortholog_not_correlated
sugarcane	SoffiXsponR570.01Ag358400	MYB	TFF	TRUE	498	64.663282	0.904123536399118			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag360900	MYB	TFF	TRUE	50	11.686158	0.0751020408163265			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag363200	HSF	TFF	FALSE	218	61.664687	0.156470637974041	0.0456	0.9134	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag363800	MED26	OTR	FALSE	29	3.424422	0.421182266009852	0.7579	6.108e-08	TRUE	TRUE	ortholog_not_correlated
sugarcane	SoffiXsponR570.01Ag365600	MYB-related	TFF	TRUE	97	15.597634	0.475730240549828	0.1356	0.6331	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag366000	mTERF	OTR	FALSE	1	0.016438				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag372100	Top	TFF	FALSE	10681	3143.917044	0.754735490617068	-0.1003	0.7576	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag373900	TUB	TFF	FALSE	29	2.075863	0.677339901477833	0.1793	0.5033	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag376000	Jumonji	OTR	FALSE	8871	2150.128214	0.765162697143334			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag381900	OFP	TFF	FALSE	1	0.032286				FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag383000	WRKY	TFF	FALSE	15	1.701116	0.542857142857143	0.3248	0.1139	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag386300	MYB-related	TFF	TRUE	10721	3088.104952	0.712633108127862	0.0191	0.9687	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag387600	NAC	TFF	FALSE	164	27.526098	0.357249738141553	-0.3738	0.05365	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag387800	NAC	TFF	FALSE	4	0.399055	0.166666666666667	-0.4434	0.01433	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag388900	MYB-related	TFF	TRUE	15546	7000.509185	0.536338490482825	-0.0233	0.9592	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag389500	EIL	TFF	FALSE	3	1.154707	0.666666666666667	-0.3485	0.08093	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag393600	bZIP	TFF	FALSE	11	1.074742	0.327272727272727	-0.3956	0.03663	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag397700	PAS	TFF	FALSE	10	1.454997	0.533333333333333	0.4893	0.005064	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag399600	bZIP	TFF	FALSE	3	0.077544	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag401300	PHD	OTR	FALSE	89	6.434297	0.86338100102145	-0.0532	0.8956	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag403200	C3H	TFF	FALSE	39	5.750065	0.748987854251012			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag408200	MYB	TFF	TRUE	9	0.523837	0.611111111111111			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag414400	Pseudo_ARR-B	OTR	FALSE	304	45.038484	0.34427653291645	0.0708	0.8508	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag422400	SART-1	OTR	FALSE	15728	7176.997079	0.53018078653961			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag423600	GRAS	TFF	FALSE	186	29.196678	0.546004068584714	0.3641	0.06321	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag425000	Sigma70-like	TFF	FALSE	278	46.058204	0.519180323611147	0.3248	0.1138	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag427400	LIM	TFF	FALSE	2256	227.288929	0.90940070135711	-0.2835	0.1937	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag428300	LIM	TFF	FALSE	14289	5975.412351	0.589514536236733	-0.0022	0.9964	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag431100	GRAS	TFF	FALSE	3	1.100725	1			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag436200	FAR1	TFF	FALSE	14214	5821.744742	0.597689491516887	0.0958	0.7727	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag436700	Top	TFF	FALSE	132	49.463022	0.47675225537821	-0.0887	0.7967	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag438400	CCAAT	TFF	FALSE	69	11.993532	0.381074168797954	0.7675	2.979e-08	TRUE	TRUE	ortholog_not_correlated
sugarcane	SoffiXsponR570.01Ag445900	C2H2	TFF	FALSE	1129	262.047739	0.731936565968754	0.1539	0.596	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag450000	bHLH	TFF	FALSE	32	6.415013	0.0766129032258065			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag451400	AP2-EREBP	TFF	FALSE	14	2.667249	0.021978021978022			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag454000	ARR-B;MYB-related	TFF	TRUE	177	23.704022	0.228749357986646	-0.5419	0.001274	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag455600	NAC	TFF	FALSE	2069	287.433837	0.652634964143248	-0.2828	0.1951	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag458800	C2C2-YABBY	TFF	FALSE	113	11.872911	0.642857142857143	0.2986	0.1615	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag461700	ABI3VP1	TFF	FALSE	2	0.449875	0			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag471300	C2H2	TFF	FALSE	34	2.392801	0.675579322638146	0.1022	0.7513	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag474200	GNAT	OTR	FALSE	6242	1124.681581	0.920865732653098	-0.1118	0.7192	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag475100	GRAS	TFF	FALSE	157	14.925838	0.630491589090315	0.0489	0.9066	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag476400	AP2-EREBP	TFF	FALSE	2	0.149755	0	0.4513	0.01205	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag477200	TIG	TFF	FALSE	19	2.692486	0.421052631578947	-0.0579	0.8853	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag478600	bHLH	TFF	FALSE	539	67.023567	0.672607265278535			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag482000	ABI3VP1	TFF	FALSE	16	3.076513	0.00833333333333333			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag484700	Tify	TFF	FALSE	2	0.45978	1	0.3712	0.05599	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag484800	Tify	TFF	FALSE	7	0.58902	0.619047619047619	0.3701	0.05704	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag487200	GNAT	OTR	FALSE	34	4.093482	0.661319073083779			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag487700	AP2-EREBP	TFF	FALSE	48	13.577319	0.76063829787234			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag488800	CCAAT	TFF	FALSE	97	13.285323	0.198024054982818	-0.5442	0.001192	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag491200	bHLH	TFF	FALSE	1464	321.930255	0.56653929906734	0.3007	0.1575	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag492600	C2C2-Dof	TFF	FALSE	7231	1497.032421	0.747128746619414	-0.1506	0.596	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag496800	HB	TFF	FALSE	14	1.904567	0.692307692307692	-0.2984	0.1619	FALSE	TRUE	
sugarcane	SoffiXsponR570.01Ag498900	HSF	TFF	FALSE	137	15.609855	0.502898239587806			FALSE	FALSE	
sugarcane	SoffiXsponR570.01Ag505200	Jumonji	OTR	FALSE	5	0.517019	0.5			FALSE	FALSE	
