transcript	gene	protein	orf	pident	evalue	bitscore	qcov	scov	at_anchor	at_best_hit	verdict
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.07G0018600-7H	Soffic.07G0018600-7H	N_R___TRINITY_DN8473_c0_g3_i3.p1	56.9	2.09e-307	862	90.4	93.7	AT4G10770	AT5G55930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.07G0020810-7F	Soffic.07G0020810-7F	N_R___TRINITY_DN8473_c0_g3_i3.p1	56.8	6.83e-307	860	90.4	94.5	AT4G10770	AT5G55930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.07G0020010-7E	Soffic.07G0020010-7E	N_R___TRINITY_DN8473_c0_g3_i3.p1	56.5	7.87e-306	858	90.4	94.5	AT4G10770	AT5G55930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01B0008570-1B	Soffic.01B0008570-1B	N_R___TRINITY_DN8473_c0_g3_i3.p1	54.5	4.35e-292	822	90.2	96.6	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01F0006440-1F	Soffic.01F0006440-1F	N_R___TRINITY_DN8473_c0_g3_i3.p1	54.5	4.35e-292	822	90.2	96.6	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01G0008460-1B	Soffic.01G0008460-1B	N_R___TRINITY_DN8473_c0_g3_i3.p1	54.5	4.35e-292	822	90.2	96.6	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.09G0016240-9E	Soffic.09G0016240-9E	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.3	1.83e-291	821	90.2	96.7	AT4G10770	AT5G55930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04B0032840-4B	Soffic.04B0032840-4B	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.4	2.02e-291	820	90.2	97.4	AT4G10770	AT4G26590	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0014880-4A	Soffic.04G0014880-4A	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.4	2.02e-291	820	90.2	97.4	AT4G10770	AT4G26590	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0034060-4A	Soffic.04G0034060-4A	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.4	2.02e-291	820	90.2	97.4	AT4G10770	AT4G26590	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0032350-4E	Soffic.04G0032350-4E	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.1	7.13e-291	819	90.2	96.9	AT4G10770	AT4G26590	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0031020-4H	Soffic.04G0031020-4H	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.4	1.43e-290	818	90.2	96.9	AT4G10770	AT4G26590	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.06G0016380-6A	Soffic.06G0016380-6A	N_R___TRINITY_DN8473_c0_g3_i3.p1	58.8	1.65e-288	813	82.0	85.7	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01G0010110-1C	Soffic.01G0010110-1C	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.7	9.75e-286	806	90.2	97.9	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01G0009920-1A	Soffic.01G0009920-1A	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.5	7.91e-285	804	90.2	97.9	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.06G0019610-6E	Soffic.06G0019610-6E	N_R___TRINITY_DN8473_c0_g3_i3.p1	52.0	1.00e-277	786	90.1	96.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.06G0019730-6G	Soffic.06G0019730-6G	N_R___TRINITY_DN8473_c0_g3_i3.p1	52.0	1.00e-277	786	90.1	96.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10G0001910-10D	Soffic.10G0001910-10D	N_R___TRINITY_DN8473_c0_g3_i3.p1	56.9	3.95e-274	770	90.6	85.0	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01G0009880-1D	Soffic.01G0009880-1D	N_R___TRINITY_DN8473_c0_g3_i3.p1	50.8	1.14e-270	768	90.2	96.7	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10G0001790-10A	Soffic.10G0001790-10A	N_R___TRINITY_DN8473_c0_g3_i3.p1	81.2	2.18e-246	696	51.8	81.6	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0013990-4F	Soffic.04G0013990-4F	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.2	2.69e-234	669	68.4	92.3	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0029840-3E	Soffic.03G0029840-3E	N_R___TRINITY_DN8473_c0_g3_i3.p1	45.3	4.13e-202	593	86.4	75.7	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01G0007980-1H	Soffic.01G0007980-1H	N_R___TRINITY_DN8473_c0_g3_i3.p1	48.0	1.33e-193	564	68.6	98.9	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.08G0014740-8D	Soffic.08G0014740-8D	N_R___TRINITY_DN8473_c0_g3_i3.p1	56.8	2.99e-187	543	54.8	99.8	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.07G0020990-7A	Soffic.07G0020990-7A	N_R___TRINITY_DN8473_c0_g3_i3.p1	56.0	1.13e-183	535	56.1	99.8	AT4G10770	AT5G55930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10E0001590-10E	Soffic.10E0001590-10E	N_R___TRINITY_DN8473_c0_g3_i3.p1	82.8	5.57e-130	387	26.5	99.5	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10F0000950-10F	Soffic.10F0000950-10F	N_R___TRINITY_DN8473_c0_g3_i3.p1	82.8	5.57e-130	387	26.5	99.5	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10G0001570-10E	Soffic.10G0001570-10E	N_R___TRINITY_DN8473_c0_g3_i3.p1	82.8	5.57e-130	387	26.5	99.5	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03E0029940-3E	Soffic.03E0029940-3E	N_R___TRINITY_DN8473_c0_g3_i3.p1	41.9	3.46e-111	345	53.9	93.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0029360-3D	Soffic.03G0029360-3D	N_R___TRINITY_DN8473_c0_g3_i3.p1	41.9	3.46e-111	345	53.9	93.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0029890-3F	Soffic.03G0029890-3F	N_R___TRINITY_DN8473_c0_g3_i3.p1	41.6	1.91e-110	343	53.9	93.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10G0002520-10C	Soffic.10G0002520-10C	N_R___TRINITY_DN8473_c0_g3_i3.p1	39.8	9.47e-111	339	66.9	99.6	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0029280-3D	Soffic.03G0029280-3D	N_R___TRINITY_DN8473_c0_g3_i3.p1	42.6	1.51e-94	299	42.5	88.8	AT4G10770	AT1G09930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0030960-4H	Soffic.04G0030960-4H	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.7	2.87e-92	299	30.5	53.9	AT4G10770	AT5G55930	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0027840-3G	Soffic.03G0027840-3G	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.4	7.04e-83	272	26.5	52.8	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0028290-3B	Soffic.03G0028290-3B	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.4	6.63e-83	272	26.5	53.0	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0028850-3A	Soffic.03G0028850-3A	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.4	7.04e-83	272	26.5	52.8	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0029790-3F	Soffic.03G0029790-3F	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.4	6.63e-83	272	26.5	53.0	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03H0028800-3H	Soffic.03H0028800-3H	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.4	6.63e-83	272	26.5	53.0	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.10G0002510-10C	Soffic.10G0002510-10C	N_R___TRINITY_DN8473_c0_g3_i3.p1	65.0	1.48e-83	271	22.2	68.4	AT4G10770	AT4G10770	reciprocal
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0020790-4A	Soffic.04G0020790-4A	N_R___TRINITY_DN8473_c0_g3_i3.p1	61.1	4.41e-68	226	22.9	86.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0006230-4H	Soffic.04G0006230-4H	N_R___TRINITY_DN8473_c0_g3_i3.p1	60.3	2.31e-67	224	22.9	86.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0020780-4A	Soffic.04G0020780-4A	N_R___TRINITY_DN8473_c0_g3_i3.p1	60.3	2.31e-67	224	22.9	86.6	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0029270-3D	Soffic.03G0029270-3D	N_R___TRINITY_DN8473_c0_g3_i3.p1	40.9	8.31e-56	193	35.4	100	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0005070-4G	Soffic.04G0005070-4G	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.6	1.87e-47	169	18.9	84.3	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0005090-4G	Soffic.04G0005090-4G	N_R___TRINITY_DN8473_c0_g3_i3.p1	55.4	4.14e-44	160	18.9	78.8	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.04G0009080-4D	Soffic.04G0009080-4D	N_R___TRINITY_DN8473_c0_g3_i3.p1	54.8	6.20e-43	156	18.6	84.2	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.01G0009850-1E	Soffic.01G0009850-1E	N_R___TRINITY_DN8473_c0_g3_i3.p1	57.2	5.71e-43	155	17.6	85.3	AT4G10770	AT4G16370	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0027940-3G	Soffic.03G0027940-3G	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.8	3.94e-37	137	14.7	100	AT4G10770	AT5G64410	rejected
N_R___TRINITY_DN8473_c0_g3_i3	Soffic.03G0028960-3A	Soffic.03G0028960-3A	N_R___TRINITY_DN8473_c0_g3_i3.p1	53.8	3.94e-37	137	14.7	100	AT4G10770	AT5G64410	rejected
SCA2_2__c55824f2p11649	Soffic.09B0001410-9B	Soffic.09B0001410-9B	SCA2_2__c55824f2p11649.p1	97.1	1.96e-114	333	96.4	75.0	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09D0001240-9D	Soffic.09D0001240-9D	SCA2_2__c55824f2p11649.p1	97.1	1.96e-114	333	96.4	75.0	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09E0001750-9E	Soffic.09E0001750-9E	SCA2_2__c55824f2p11649.p1	97.1	1.96e-114	333	96.4	75.0	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001660-9G	Soffic.09G0001660-9G	SCA2_2__c55824f2p11649.p1	97.1	1.96e-114	333	96.4	75.0	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001690-9A	Soffic.09G0001690-9A	SCA2_2__c55824f2p11649.p1	97.1	1.96e-114	333	96.4	75.0	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001680-9F	Soffic.09G0001680-9F	SCA2_2__c55824f2p11649.p1	96.7	7.92e-114	331	96.4	75.0	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001550-9H	Soffic.09G0001550-9H	SCA2_2__c55824f2p11649.p1	93.5	1.75e-106	313	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001630-9C	Soffic.09G0001630-9C	SCA2_2__c55824f2p11649.p1	93.9	1.88e-105	310	96.4	75.2	AT5G59780	AT3G46130	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001490-9B	Soffic.09G0001490-9B	SCA2_2__c55824f2p11649.p1	92.6	1.28e-60	195	73.8	60.3	AT5G59780	none	rejected
SCA2_2__c55824f2p11649	Soffic.09G0001580-9H	Soffic.09G0001580-9H	SCA2_2__c55824f2p11649.p1	58.9	2.03e-50	169	96.4	78.3	AT5G59780	AT5G59780	reciprocal
SCA2_2__c55824f2p11649	Soffic.05G0021340-5A	Soffic.05G0021340-5A	SCA2_2__c55824f2p11649.p1	70.1	8.75e-29	107	26.2	61.5	AT5G59780	AT5G59780	reciprocal
SCA2_2__c55824f2p11649	Soffic.05G0022030-5F	Soffic.05G0022030-5F	SCA2_2__c55824f2p11649.p1	69.1	9.30e-29	107	26.6	55.3	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76396f1p01512	Soffic.09B0001410-9B	Soffic.09B0001410-9B	SCA2_2__c76396f1p01512.p1	94.0	5.04e-112	327	96.5	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09D0001240-9D	Soffic.09D0001240-9D	SCA2_2__c76396f1p01512.p1	94.0	5.04e-112	327	96.5	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09E0001750-9E	Soffic.09E0001750-9E	SCA2_2__c76396f1p01512.p1	94.0	5.04e-112	327	96.5	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001660-9G	Soffic.09G0001660-9G	SCA2_2__c76396f1p01512.p1	94.0	5.04e-112	327	96.5	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001690-9A	Soffic.09G0001690-9A	SCA2_2__c76396f1p01512.p1	94.0	5.04e-112	327	96.5	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001680-9F	Soffic.09G0001680-9F	SCA2_2__c76396f1p01512.p1	93.6	2.04e-111	325	96.5	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001550-9H	Soffic.09G0001550-9H	SCA2_2__c76396f1p01512.p1	90.6	4.46e-104	307	96.5	75.6	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001630-9C	Soffic.09G0001630-9C	SCA2_2__c76396f1p01512.p1	90.9	4.81e-103	304	96.5	75.5	AT5G59780	AT3G46130	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001490-9B	Soffic.09G0001490-9B	SCA2_2__c76396f1p01512.p1	88.8	3.01e-58	189	74.6	60.6	AT5G59780	none	rejected
SCA2_2__c76396f1p01512	Soffic.09G0001580-9H	Soffic.09G0001580-9H	SCA2_2__c76396f1p01512.p1	57.5	2.07e-49	166	96.5	78.6	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76396f1p01512	Soffic.05G0021340-5A	Soffic.05G0021340-5A	SCA2_2__c76396f1p01512.p1	70.1	1.07e-28	107	25.4	61.5	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76396f1p01512	Soffic.05G0022030-5F	Soffic.05G0022030-5F	SCA2_2__c76396f1p01512.p1	69.1	1.14e-28	107	25.8	55.3	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	Soffic.09B0001410-9B	Soffic.09B0001410-9B	SCA2_2__c76820f1p01331.p1	96.3	2.27e-172	483	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09D0001240-9D	Soffic.09D0001240-9D	SCA2_2__c76820f1p01331.p1	96.3	2.27e-172	483	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09E0001750-9E	Soffic.09E0001750-9E	SCA2_2__c76820f1p01331.p1	96.3	2.27e-172	483	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001660-9G	Soffic.09G0001660-9G	SCA2_2__c76820f1p01331.p1	96.3	2.27e-172	483	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001690-9A	Soffic.09G0001690-9A	SCA2_2__c76820f1p01331.p1	96.3	2.27e-172	483	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001680-9F	Soffic.09G0001680-9F	SCA2_2__c76820f1p01331.p1	96.3	7.54e-171	479	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001550-9H	Soffic.09G0001550-9H	SCA2_2__c76820f1p01331.p1	93.9	1.75e-163	460	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001630-9C	Soffic.09G0001630-9C	SCA2_2__c76820f1p01331.p1	93.8	2.32e-163	460	99.7	99.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001490-9B	Soffic.09G0001490-9B	SCA2_2__c76820f1p01331.p1	75.1	1.08e-97	293	99.7	99.7	AT5G59780	none	rejected
SCA2_2__c76820f1p01331	Soffic.09G0001580-9H	Soffic.09G0001580-9H	SCA2_2__c76820f1p01331.p1	62.3	2.09e-73	230	85.8	89.8	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	Soffic.05G0020560-5B	Soffic.05G0020560-5B	SCA2_2__c76820f1p01331.p1	76.5	2.13e-53	176	31.5	52.0	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	Soffic.05G0021340-5A	Soffic.05G0021340-5A	SCA2_2__c76820f1p01331.p1	68.3	6.08e-44	148	30.2	92.7	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	Soffic.05G0022030-5F	Soffic.05G0022030-5F	SCA2_2__c76820f1p01331.p1	60.0	1.15e-41	143	30.2	93.5	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	Soffic.08G0003920-8B	Soffic.08G0003920-8B	SCA2_2__c76820f1p01331.p1	56.4	1.34e-34	127	31.2	53.7	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08D0005570-8D	Soffic.08D0005570-8D	SCA2_2__c76820f1p01331.p1	56.4	7.66e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08E0005760-8E	Soffic.08E0005760-8E	SCA2_2__c76820f1p01331.p1	56.4	7.66e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08G0003940-8B	Soffic.08G0003940-8B	SCA2_2__c76820f1p01331.p1	56.4	7.66e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08G0005360-8G	Soffic.08G0005360-8G	SCA2_2__c76820f1p01331.p1	56.4	7.66e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08G0005510-8C	Soffic.08G0005510-8C	SCA2_2__c76820f1p01331.p1	56.4	7.66e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08G0006200-8A	Soffic.08G0006200-8A	SCA2_2__c76820f1p01331.p1	56.4	7.66e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08G0005360-8F	Soffic.08G0005360-8F	SCA2_2__c76820f1p01331.p1	56.4	1.51e-33	124	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08H0005200-8H	Soffic.08H0005200-8H	SCA2_2__c76820f1p01331.p1	56.4	1.51e-33	124	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	Soffic.08G0017710-8C	Soffic.08G0017710-8C	SCA2_2__c76820f1p01331.p1	53.3	8.91e-32	118	31.5	68.2	AT5G59780	AT5G23000	rejected
SCA2_2__c76820f1p01331	Soffic.02G0018490-2A	Soffic.02G0018490-2A	SCA2_2__c76820f1p01331.p1	55.8	5.00e-31	115	29.3	79.2	AT5G59780	AT1G66230	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001630-9C	Soffic.09G0001630-9C	SCA2_2__c87778f1p01484.p1	98.8	3.23e-111	325	96.4	75.5	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09B0001410-9B	Soffic.09B0001410-9B	SCA2_2__c87778f1p01484.p1	96.3	6.07e-111	324	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09D0001240-9D	Soffic.09D0001240-9D	SCA2_2__c87778f1p01484.p1	96.3	6.07e-111	324	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09E0001750-9E	Soffic.09E0001750-9E	SCA2_2__c87778f1p01484.p1	96.3	6.07e-111	324	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001660-9G	Soffic.09G0001660-9G	SCA2_2__c87778f1p01484.p1	96.3	6.07e-111	324	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001690-9A	Soffic.09G0001690-9A	SCA2_2__c87778f1p01484.p1	96.3	6.07e-111	324	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001550-9H	Soffic.09G0001550-9H	SCA2_2__c87778f1p01484.p1	98.4	1.40e-110	323	96.4	75.6	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001680-9F	Soffic.09G0001680-9F	SCA2_2__c87778f1p01484.p1	95.9	2.46e-110	322	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001490-9B	Soffic.09G0001490-9B	SCA2_2__c87778f1p01484.p1	99.5	1.09e-67	213	73.8	60.6	AT5G59780	none	rejected
SCA2_2__c87778f1p01484	Soffic.09G0001580-9H	Soffic.09G0001580-9H	SCA2_2__c87778f1p01484.p1	60.2	7.02e-48	162	96.4	78.6	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	Soffic.05G0022030-5F	Soffic.05G0022030-5F	SCA2_2__c87778f1p01484.p1	67.6	2.03e-27	104	26.6	55.3	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	Soffic.05G0021340-5A	Soffic.05G0021340-5A	SCA2_2__c87778f1p01484.p1	68.7	1.91e-27	103	26.2	61.5	AT5G59780	AT5G59780	reciprocal
SCA3__SP803280_c111248_g1_i4	Soffic.03G0029470-3G	Soffic.03G0029470-3G	SCA3__SP803280_c111248_g1_i4.p1	100	1.67e-213	589	76.5	93.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	Soffic.03G0030830-3A	Soffic.03G0030830-3A	SCA3__SP803280_c111248_g1_i4.p1	100	1.67e-213	589	76.5	93.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	Soffic.03G0031630-3F	Soffic.03G0031630-3F	SCA3__SP803280_c111248_g1_i4.p1	99.7	1.13e-213	589	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	Soffic.03F0031590-3F	Soffic.03F0031590-3F	SCA3__SP803280_c111248_g1_i4.p1	99.7	2.28e-213	588	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	Soffic.03G0031200-3D	Soffic.03G0031200-3D	SCA3__SP803280_c111248_g1_i4.p1	99.7	2.28e-213	588	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	Soffic.03G0031750-3E	Soffic.03G0031750-3E	SCA3__SP803280_c111248_g1_i4.p1	99.7	2.75e-212	586	76.5	93.6	AT3G55960	AT3G55960	reciprocal
