SoffiXsponR570.05Cg228200.1.p	TCP	TFF
SoffiXsponR570.06Ag098400.4.p	NAC	TFF
SoffiXsponR570.05Eg269400.1.p	SBP	TFF
SoffiXsponR570.04Gg052200.1.p	TRAF	OTR
SoffiXsponR570.08Bg004800.2.p	PHD	OTR
SoffiXsponR570.05Ag381000.1.p	MYB-related	TFF
SoffiXsponR570.01Eg216900.3.p	Not1	TFF
SoffiXsponR570.04Dg116500.2.p	zf-C5HC2	TFF
SoffiXsponR570.06Eg131500.2.p	MYB-related	TFF
SoffiXsponR570.06Gg137300.2.p	bZIP	TFF
SoffiXsponR570.01Ag104500.1.p	C2C2-GATA	TFF
SoffiXsponR570.01Eg033600.1.p	mTERF	OTR
SoffiXsponR570.01Cg155000.3.p	GRAS	TFF
SoffiXsponR570.06Dg138200.1.p	ARF	TFF
SoffiXsponR570.5_9Ag292300.3.p	ABI3VP1	TFF
SoffiXsponR570.05Bg295400.1.p	ABI3VP1	TFF
SoffiXsponR570.4us91g063400.1.p	Top	TFF
SoffiXsponR570.6_9Ag263500.1.p	CCAAT	TFF
SoffiXsponR570.02Dg235200.1.p	NAC	TFF
SoffiXsponR570.10os1g034600.2.p	PHD	OTR
SoffiXsponR570.01Fg140600.3.p	CCAAT	TFF
SoffiXsponR570.7_10Ag326000.1.p	SET	OTR
SoffiXsponR570.6us88g111200.1.p	WRKY	TFF
SoffiXsponR570.04Fg133300.2.p	ARF	TFF
SoffiXsponR570.07Dg042400.2.p	TIG	TFF
SoffiXsponR570.05Dg304500.11.p	FAR1	TFF
SoffiXsponR570.05Dg262200.4.p	C2H2	TFF
SoffiXsponR570.7_10Ag231200.1.p	RWP-RK	TFF
SoffiXsponR570.01Eg113900.1.p	GRAS	TFF
SoffiXsponR570.02Ag236900.1.p	AUX/IAA	OTR
SoffiXsponR570.05Cg205700.1.p	C2H2	TFF
SoffiXsponR570.08Ag002500.2.p	TUB	TFF
SoffiXsponR570.06Dg024600.3.p	bHLH	TFF
SoffiXsponR570.01Ag033000.1.p	mTERF	OTR
SoffiXsponR570.03Ag010500.1.p	MYB	TFF
SoffiXsponR570.03Fg072500.2.p	HB	TFF
SoffiXsponR570.10Bg104000.1.p	Jumonji	OTR
SoffiXsponR570.03Gg109700.1.p	BSD	TFF
SoffiXsponR570.05Cg330700.3.p	CCAAT	TFF
SoffiXsponR570.03Ag198300.1.p	SET	OTR
SoffiXsponR570.01Fg144100.1.p	Tify	TFF
SoffiXsponR570.9os1g073200.1.p	ABI3VP1	TFF
SoffiXsponR570.03Dg022200.1.p	FAR1	TFF
SoffiXsponR570.09Dg035800.2.p	MED26	OTR
SoffiXsponR570.02Eg225400.1.p	PAS	TFF
SoffiXsponR570.06Fg021500.4.p	SAP	TFF
SoffiXsponR570.03Dg101100.3.p	AUX/IAA	OTR
SoffiXsponR570.8_5Ag204400.1.p	FAR1	TFF
SoffiXsponR570.02Dg134500.2.p	HB	TFF
SoffiXsponR570.06Eg012800.1.p	GRAS	TFF
SoffiXsponR570.5_9Ag495600.1.p	NAC	TFF
SoffiXsponR570.01Bg275700.2.p	MED26	OTR
SoffiXsponR570.05Dg306600.1.p	NAC	TFF
SoffiXsponR570.04Ag087100.1.p	GRF	TFF
SoffiXsponR570.04Fg123100.1.p	MED26	OTR
SoffiXsponR570.10Bg022600.2.p	C3H	TFF
SoffiXsponR570.07Ag153500.1.p	C2H2	TFF
SoffiXsponR570.05Fg171900.2.p	MYB	TFF
SoffiXsponR570.01Cg285300.4.p	CCAAT	TFF
SoffiXsponR570.08Bg093400.1.p	MYB	TFF
SoffiXsponR570.08Bg005700.2.p	PHD	OTR
SoffiXsponR570.07Dg152600.1.p	MYB	TFF
SoffiXsponR570.05Dg304500.15.p	FAR1	TFF
SoffiXsponR570.05Ag383000.1.p	MYB	TFF
SoffiXsponR570.6us88g012400.2.p	Top	TFF
SoffiXsponR570.02Fg165500.1.p	WRKY	TFF
SoffiXsponR570.02Fg170500.1.p	OFP	TFF
SoffiXsponR570.02Gg230800.1.p	C2H2	TFF
SoffiXsponR570.07Eg055700.1.p	C2H2	TFF
SoffiXsponR570.8_10Ag148400.1.p	GRAS	TFF
SoffiXsponR570.03Dg080100.6.p	C3H	TFF
SoffiXsponR570.07Ag242200.1.p	SWI/SNF-BAF60b	OTR
SoffiXsponR570.10Cg051400.1.p	zf-BED	TFF
SoffiXsponR570.9os1g013300.1.p	OFP	TFF
SoffiXsponR570.05Dg008600.1.p	zf-C5HC2	TFF
SoffiXsponR570.04Bg244100.6.p	TAZ	TFF
SoffiXsponR570.02Cg328700.1.p	MYB	TFF
SoffiXsponR570.07Cg192900.1.p	MYB	TFF
SoffiXsponR570.02Cg271000.3.p	HB	TFF
SoffiXsponR570.03Eg272100.1.p	bHLH	TFF
SoffiXsponR570.02Bg033000.1.p	bHLH	TFF
SoffiXsponR570.01Bg428600.1.p	OFP	TFF
SoffiXsponR570.02Cg329500.1.p	WRKY	TFF
SoffiXsponR570.02Ag195300.2.p	MYB-related	TFF
SoffiXsponR570.04Cg263000.1.p	bHLH	TFF
SoffiXsponR570.02Bg279200.1.p	bZIP	TFF
SoffiXsponR570.05Eg139300.1.p	SET	OTR
SoffiXsponR570.6_9Ag283900.3.p	AUX/IAA	OTR
SoffiXsponR570.08Ag172300.1.p	bHLH	TFF
SoffiXsponR570.01Dg262500.1.p	MYB	TFF
SoffiXsponR570.8_10Ag335600.2.p	WRKY	TFF
SoffiXsponR570.04Cg004200.1.p	MYB-related	TFF
SoffiXsponR570.09Ag124200.1.p	mTERF	OTR
SoffiXsponR570.10Dg196300.2.p	GRAS	TFF
SoffiXsponR570.10Cg106500.1.p	PAS	TFF
SoffiXsponR570.05Bg187600.1.p	zf-HD	TFF
SoffiXsponR570.05Bg247000.4.p	SET	OTR
SoffiXsponR570.06Gg054500.1.p	bZIP	TFF
SoffiXsponR570.07Bg255800.4.p	ARF	TFF
SoffiXsponR570.02Dg027700.1.p	MADS	TFF
SoffiXsponR570.05Dg265400.2.p	mTERF	OTR
SoffiXsponR570.08Cg138700.1.p	bHLH	TFF
SoffiXsponR570.08Dg106400.1.p	NAC	TFF
SoffiXsponR570.08Ag041800.1.p	TRAF	OTR
SoffiXsponR570.06Cg172900.1.p	TUB	TFF
SoffiXsponR570.01Eg265200.3.p	bHLH	TFF
SoffiXsponR570.02Bg335200.1.p	TAZ	TFF
SoffiXsponR570.04Ag101100.1.p	MADS	TFF
SoffiXsponR570.3os1g012200.1.p	GeBP	TFF
SoffiXsponR570.01Bg193000.3.p	C2C2-Dof	TFF
SoffiXsponR570.08Dg136200.1.p	C2H2	TFF
SoffiXsponR570.7_10Ag261600.2.p	C2C2-GATA	TFF
SoffiXsponR570.02Cg175400.1.p	MYB-related	TFF
SoffiXsponR570.02Eg372600.1.p	NAC	TFF
SoffiXsponR570.01Eg435600.1.p	bHLH	TFF
SoffiXsponR570.10Cg075400.1.p	PHD	OTR
SoffiXsponR570.8_5Ag175900.3.p	RB	OTR
SoffiXsponR570.08Dg157900.4.p	RB	OTR
SoffiXsponR570.01Bg368000.3.p	PHD	OTR
SoffiXsponR570.05Cg302200.1.p	NAC	TFF
SoffiXsponR570.04Bg127500.2.p	C3H	TFF
SoffiXsponR570.02Fg335100.2.p	mTERF	OTR
SoffiXsponR570.02Eg002900.1.p	bHLH	TFF
SoffiXsponR570.01Cg150100.1.p	Not1	TFF
SoffiXsponR570.07Bg164900.1.p	AP2-EREBP	TFF
SoffiXsponR570.6_9Ag062900.2.p	MYB-related	TFF
SoffiXsponR570.06Eg069300.1.p	AUX/IAA	OTR
SoffiXsponR570.01Eg437400.1.p	NAC	TFF
SoffiXsponR570.02Fg166200.1.p	CCAAT	TFF
SoffiXsponR570.03Fg082400.6.p	PHD	OTR
SoffiXsponR570.03Fg040300.1.p	TAZ	TFF
SoffiXsponR570.07Eg199900.2.p	C3H	TFF
SoffiXsponR570.07Bg015200.1.p	SET	OTR
SoffiXsponR570.03Ag028300.2.p	BES1	TFF
SoffiXsponR570.1os1g000800.2.p	TFIID	TFF
SoffiXsponR570.05Ag064300.1.p	zf-BED	TFF
SoffiXsponR570.09Bg151400.1.p	NAC	TFF
SoffiXsponR570.10Ag198600.1.p	GRAS	TFF
SoffiXsponR570.6_9Ag323600.1.p	MYB-related	TFF
SoffiXsponR570.02Ag023800.1.p	NOZZLE	TFF
SoffiXsponR570.5_9Ag215900.4.p	ARID	OTR
SoffiXsponR570.03Gg050200.4.p	bHLH	TFF
SoffiXsponR570.1Z191300.1.p	NAC	TFF
SoffiXsponR570.5_9Ag046400.1.p	MYB	TFF
SoffiXsponR570.07Eg048800.1.p	NAC	TFF
SoffiXsponR570.06Dg146800.1.p	MADS	TFF
SoffiXsponR570.07Dg031200.2.p	bHLH	TFF
SoffiXsponR570.03Dg244200.1.p	GRAS	TFF
SoffiXsponR570.8_5Ag167300.1.p	HSF	TFF
SoffiXsponR570.01Ag466500.1.p	GNAT	OTR
SoffiXsponR570.01Fg289400.1.p	HB	TFF
SoffiXsponR570.04Fg098800.1.p	Top	TFF
SoffiXsponR570.06Fg155500.2.p	CCAAT	TFF
SoffiXsponR570.10Eg042100.1.p	WRKY	TFF
SoffiXsponR570.8_5Ag150000.1.p	AP2-EREBP	TFF
SoffiXsponR570.02Fg052000.2.p	bZIP	TFF
SoffiXsponR570.08Dg147100.1.p	bZIP	TFF
SoffiXsponR570.02Eg243900.1.p	HB	TFF
SoffiXsponR570.07Ag111900.2.p	Trihelix	TFF
SoffiXsponR570.6_9Ag283900.4.p	AUX/IAA	OTR
SoffiXsponR570.02Eg330800.2.p	MADS	TFF
SoffiXsponR570.04Gg018400.3.p	SET	OTR
SoffiXsponR570.02Ag030200.1.p	MADS	TFF
SoffiXsponR570.09Cg041400.1.p	ABI3VP1	TFF
SoffiXsponR570.05Dg336000.3.p	FAR1	TFF
SoffiXsponR570.06Fg065400.1.p	MYB-related	TFF
SoffiXsponR570.6us88g070700.1.p	bZIP	TFF
SoffiXsponR570.01Bg447100.1.p	SET	OTR
SoffiXsponR570.02Bg082800.1.p	AP2-EREBP	TFF
SoffiXsponR570.05Bg051300.2.p	CPP	TFF
SoffiXsponR570.05Bg352300.1.p	MED26	OTR
SoffiXsponR570.02Dg194200.4.p	Top	TFF
SoffiXsponR570.09Ag035700.1.p	WRKY	TFF
SoffiXsponR570.6_9Ag076000.1.p	MADS	TFF
SoffiXsponR570.01Eg353900.2.p	C2H2	TFF
SoffiXsponR570.01Fg179400.1.p	OFP	TFF
SoffiXsponR570.05Ag282100.1.p	GRAS	TFF
SoffiXsponR570.07Eg176800.3.p	GNAT	OTR
SoffiXsponR570.09Dg106600.1.p	GRAS	TFF
SoffiXsponR570.02Dg199500.4.p	C3H	TFF
SoffiXsponR570.08Eg099600.1.p	bZIP	TFF
SoffiXsponR570.05Cg319800.1.p	C2H2	TFF
SoffiXsponR570.10Ag193200.1.p	MADS	TFF
SoffiXsponR570.06Cg002000.3.p	SAP	TFF
SoffiXsponR570.01Cg113000.4.p	GRAS	TFF
SoffiXsponR570.02Ag411100.1.p	TRAF	OTR
SoffiXsponR570.10Ag222700.1.p	MYB	TFF
SoffiXsponR570.03Fg082400.1.p	PHD	OTR
SoffiXsponR570.6_9Ag323500.2.p	MYB-related	TFF
SoffiXsponR570.06Cg122900.1.p	NOT2_3_5	OTR
SoffiXsponR570.03Dg198800.1.p	bHLH	TFF
SoffiXsponR570.05Dg346800.1.p	bHLH	TFF
SoffiXsponR570.01Bg449800.1.p	HB	TFF
SoffiXsponR570.03Dg230000.1.p	AP2-EREBP	TFF
SoffiXsponR570.6_9Ag225200.5.p	SWI/SNF-BAF60b	OTR
SoffiXsponR570.02Ag073400.1.p	MADS	TFF
SoffiXsponR570.01Eg394400.3.p	CCAAT	TFF
SoffiXsponR570.01Bg187000.4.p	SET	OTR
SoffiXsponR570.08Bg002200.1.p	OFP	TFF
SoffiXsponR570.10Dg020800.2.p	NAC	TFF
SoffiXsponR570.5_9Ag016700.1.p	C2C2-Dof	TFF
SoffiXsponR570.8_5Ag247800.4.p	DDT	OTR
SoffiXsponR570.05Eg351900.1.p	NAC	TFF
SoffiXsponR570.05Cg381100.1.p	MYB-related	TFF
SoffiXsponR570.01Eg125300.5.p	GRAS	TFF
SoffiXsponR570.05Cg352700.1.p	HSF	TFF
SoffiXsponR570.06Gg138500.1.p	AP2-EREBP	TFF
SoffiXsponR570.08Ag038200.3.p	bHLH	TFF
SoffiXsponR570.9us90g047200.1.p	ABI3VP1	TFF
SoffiXsponR570.01Cg166000.4.p	HB	TFF
SoffiXsponR570.03Cg295200.5.p	zf-C5HC2	TFF
SoffiXsponR570.01Fg275400.1.p	ABI3VP1	TFF
SoffiXsponR570.05Fg153300.1.p	AP2-EREBP	TFF
SoffiXsponR570.03Cg228400.1.p	MYB-related	TFF
SoffiXsponR570.10Dg123000.1.p	BSD	TFF
SoffiXsponR570.06Gg144300.1.p	MYB-related	TFF
SoffiXsponR570.05Eg339000.7.p	PHD	OTR
SoffiXsponR570.05Ag235300.1.p	AP2-EREBP	TFF
SoffiXsponR570.1Z055800.3.p	bZIP	TFF
SoffiXsponR570.09Cg127400.1.p	C2H2	TFF
SoffiXsponR570.05Gg025700.1.p	HB	TFF
SoffiXsponR570.9os1g023400.2.p	TCP	TFF
SoffiXsponR570.03Eg112600.1.p	AP2-EREBP	TFF
SoffiXsponR570.03Eg307300.1.p	bZIP	TFF
SoffiXsponR570.01Fg118300.1.p	SWI/SNF-SWI3	OTR
SoffiXsponR570.02Ag349900.2.p	bZIP	TFF
SoffiXsponR570.10Ag225100.1.p	GRAS	TFF
SoffiXsponR570.05Gg126600.1.p	CCAAT	TFF
SoffiXsponR570.06Eg086300.2.p	WRKY	TFF
SoffiXsponR570.01Cg060300.1.p	MYB	TFF
SoffiXsponR570.08Cg125800.1.p	AP2-EREBP	TFF
SoffiXsponR570.08Ag004000.2.p	PHD	OTR
SoffiXsponR570.02Bg376400.1.p	TRAF	OTR
SoffiXsponR570.01Ag116400.1.p	MYB-related	TFF
SoffiXsponR570.09Dg131300.1.p	TRAF	OTR
SoffiXsponR570.08Bg176900.1.p	TRAF	OTR
SoffiXsponR570.6_9Ag296700.1.p	MYB	TFF
SoffiXsponR570.08Dg024400.2.p	NAC	TFF
SoffiXsponR570.5_9Ag002200.2.p	bZIP	TFF
SoffiXsponR570.10Cg116700.1.p	GNAT	OTR
SoffiXsponR570.01Bg116300.5.p	SET	OTR
SoffiXsponR570.04Ag170000.1.p	bHLH	TFF
SoffiXsponR570.06Gg010800.2.p	AP2-EREBP	TFF
SoffiXsponR570.05Fg129500.2.p	bHLH	TFF
SoffiXsponR570.04Bg184800.3.p	Top	TFF
SoffiXsponR570.05Fg135000.1.p	WRKY	TFF
SoffiXsponR570.07Eg113100.1.p	C2H2	TFF
SoffiXsponR570.08Eg101200.1.p	MYB	TFF
SoffiXsponR570.04Fg083800.3.p	ARID	OTR
SoffiXsponR570.01Bg002600.1.p	Sigma70-like	TFF
SoffiXsponR570.02Gg084200.2.p	mTERF	OTR
SoffiXsponR570.02Gg210300.2.p	bZIP	TFF
SoffiXsponR570.10Cg181200.1.p	C2H2	TFF
SoffiXsponR570.3os2g002400.1.p	MYB	TFF
SoffiXsponR570.04Gg109800.1.p	MYB-related	TFF
SoffiXsponR570.04Cg218600.2.p	TRAF	OTR
SoffiXsponR570.09Cg053900.1.p	C2H2	TFF
SoffiXsponR570.01Ag281200.1.p	bHLH	TFF
SoffiXsponR570.10Eg121900.2.p	AP2-EREBP	TFF
SoffiXsponR570.01Eg184100.8.p	GRAS	TFF
SoffiXsponR570.8_10Ag204400.6.p	WRKY	TFF
SoffiXsponR570.01Ag112200.1.p	Top	TFF
SoffiXsponR570.7_10Ag223500.1.p	GNAT	OTR
SoffiXsponR570.08Bg189500.1.p	EIL	TFF
SoffiXsponR570.8_10Ag029000.2.p	HMG	OTR
SoffiXsponR570.06Gg051200.1.p	MYB	TFF
SoffiXsponR570.04Eg038400.1.p	AUX/IAA	OTR
SoffiXsponR570.03Gg108400.1.p	bZIP	TFF
SoffiXsponR570.04Dg086400.1.p	GRF	TFF
SoffiXsponR570.04Dg190900.1.p	bHLH	TFF
SoffiXsponR570.06Ag144300.1.p	WRKY	TFF
SoffiXsponR570.09Eg001300.1.p	PAS	TFF
SoffiXsponR570.03Cg238400.2.p	MYB-related	TFF
SoffiXsponR570.01Eg091800.1.p	PAS	TFF
SoffiXsponR570.01Bg406500.1.p	bHLH	TFF
SoffiXsponR570.06Cg044200.2.p	AUX/IAA	OTR
SoffiXsponR570.7os1g078200.1.p	MED7	OTR
SoffiXsponR570.04Dg104100.1.p	LIM	TFF
SoffiXsponR570.03Dg242300.1.p	C3H	TFF
SoffiXsponR570.10Eg038700.2.p	SAP	TFF
SoffiXsponR570.06Eg132200.1.p	bZIP	TFF
SoffiXsponR570.06Gg084400.1.p	CCAAT	TFF
SoffiXsponR570.07Eg061900.1.p	MYB-related	TFF
SoffiXsponR570.03Bg068700.1.p	MYB	TFF
SoffiXsponR570.02Cg274600.2.p	ARF	TFF
SoffiXsponR570.06Dg114800.2.p	TCP	TFF
SoffiXsponR570.06Cg005200.1.p	bZIP	TFF
SoffiXsponR570.02Dg196100.1.p	MADS	TFF
SoffiXsponR570.02Cg009000.1.p	AUX/IAA	OTR
SoffiXsponR570.5_9Ag474300.2.p	WRKY	TFF
SoffiXsponR570.01Eg217000.3.p	bHLH	TFF
SoffiXsponR570.02Eg395400.1.p	SET	OTR
SoffiXsponR570.5_9Ag368600.1.p	bZIP	TFF
SoffiXsponR570.05Dg262900.2.p	SET	OTR
SoffiXsponR570.02Cg366800.2.p	mTERF	OTR
SoffiXsponR570.10Dg105400.1.p	ARF	TFF
SoffiXsponR570.02Fg235300.1.p	Coactivator_p15	OTR
SoffiXsponR570.02Gg103800.1.p	bHLH	TFF
SoffiXsponR570.09Ag056100.1.p	C2H2	TFF
SoffiXsponR570.07Ag174100.1.p	ABI3VP1	TFF
SoffiXsponR570.7_10Ag070800.1.p	NAC	TFF
SoffiXsponR570.02Eg349600.1.p	C3H	TFF
SoffiXsponR570.03Eg180000.1.p	NAC	TFF
SoffiXsponR570.06Eg013100.2.p	GRAS	TFF
SoffiXsponR570.06Dg138000.1.p	NAC	TFF
SoffiXsponR570.02Dg147700.1.p	MADS	TFF
SoffiXsponR570.06Ag070800.1.p	NAC	TFF
SoffiXsponR570.03Cg154200.2.p	C2H2	TFF
SoffiXsponR570.01Bg353400.1.p	AP2-EREBP	TFF
SoffiXsponR570.01Eg296400.2.p	WRKY	TFF
SoffiXsponR570.05Eg329700.5.p	CCAAT	TFF
SoffiXsponR570.02Cg359400.1.p	NAC	TFF
SoffiXsponR570.02Fg232700.1.p	MYB	TFF
SoffiXsponR570.02Bg341100.1.p	bHLH	TFF
SoffiXsponR570.01Eg311100.5.p	SET	OTR
SoffiXsponR570.5_9Ag470200.1.p	MYB	TFF
SoffiXsponR570.03Fg041800.3.p	MYB-related	TFF
SoffiXsponR570.01Eg136500.3.p	C3H	TFF
SoffiXsponR570.10us89g015700.1.p	WRKY	TFF
SoffiXsponR570.6_9Ag283900.7.p	AUX/IAA	OTR
SoffiXsponR570.06Dg061900.5.p	GNAT	OTR
SoffiXsponR570.06Eg134500.1.p	NAC	TFF
SoffiXsponR570.05Eg189100.2.p	bHLH	TFF
SoffiXsponR570.5_9Ag284000.2.p	MADS	TFF
SoffiXsponR570.07Cg075800.1.p	bHLH	TFF
SoffiXsponR570.05Dg308700.1.p	TRAF	OTR
SoffiXsponR570.01Ag401400.1.p	MYB	TFF
SoffiXsponR570.10Dg013200.1.p	TRAF	OTR
SoffiXsponR570.08Ag005000.13.p	PHD	OTR
SoffiXsponR570.01Ag258300.1.p	Tify	TFF
SoffiXsponR570.02Fg274700.2.p	Top	TFF
SoffiXsponR570.02Cg425500.1.p	MYB-related	TFF
SoffiXsponR570.06Fg051400.1.p	bHLH	TFF
SoffiXsponR570.05Fg139000.1.p	GNAT	OTR
SoffiXsponR570.03Cg179500.2.p	TRAF	OTR
SoffiXsponR570.02Dg314400.1.p	WRKY	TFF
SoffiXsponR570.09Bg063500.1.p	WRKY	TFF
SoffiXsponR570.8_5Ag181300.1.p	NAC	TFF
SoffiXsponR570.07Bg053000.7.p	TIG	TFF
